AVL,78001,0.000600,0.001000
RBT,79001,0.001000,0.002000
RBT2,79001,0.000700,0.001000
BST,79001,0.516400,0.824000
AVL,79001,0.000900,0.001000
RBT,80001,0.000800,0.001000
RBT2,80001,0.000700,0.001000
BST,80001,0.484700,0.543000
AVL,80001,0.000700,0.001000
RBT,81001,0.000700,0.001000
RBT2,81001,0.000800,0.001000
BST,81001,0.415900,0.422000
AVL,81001,0.000100,0.001000
RBT,82001,0.001000,0.002000
RBT2,82001,0.000700,0.001000
BST,82001,0.446600,0.452000
AVL,82001,0.000100,0.001000
RBT,83001,0.000700,0.001000
RBT2,83001,0.000800,0.001000
BST,83001,0.444800,0.450000
AVL,83001,0.000200,0.001000
RBT,84001,0.000900,0.002000
RBT2,84001,0.000800,0.001000
BST,84001,0.481000,0.486000
AVL,84001,0.000300,0.001000
RBT,85001,0.000800,0.001000
RBT2,85001,0.000800,0.001000
BST,85001,0.468900,0.474000
AVL,85001,0.000100,0.001000
RBT,86001,0.000800,0.001000
RBT2,86001,0.000800,0.001000
BST,86001,0.549000,0.638000
AVL,86001,0.001000,0.001000
RBT,87001,0.000700,0.001000
RBT2,87001,0.000800,0.002000
BST,87001,0.511500,0.544000
AVL,87001,0.000100,0.001000
RBT,88001,0.001100,0.003000
RBT2,88001,0.000700,0.001000
BST,88001,0.524700,0.531000
AVL,88001,0.000700,0.001000
RBT,89001,0.000800,0.002000
RBT2,89001,0.000800,0.001000
BST,89001,0.577800,0.582000
AVL,89001,0.000100,0.001000
RBT,90001,0.000900,0.001000
RBT2,90001,0.000800,0.001000
BST,90001,0.622500,0.734000
AVL,90001,0.000400,0.001000
RBT,91001,0.000900,0.002000
RBT2,91001,0.000900,0.002000
BST,91001,0.658200,1.037000
AVL,91001,0.000800,0.001000
RBT,92001,0.000900,0.002000
RBT2,92001,0.000900,0.002000
BST,92001,0.571400,0.603000
AVL,92001,0.000400,0.001000
RBT,93001,0.000700,0.001000
RBT2,93001,0.000800,0.001000
BST,93001,0.617400,0.623000
AVL,93001,0.000400,0.001000
RBT,94001,0.000800,0.001000
RBT2,94001,0.000800,0.001000
BST,94001,0.674300,0.964000
AVL,94001,0.000900,0.001000
RBT,95001,0.000600,0.001000
RBT2,95001,0.000800,0.001000
BST,95001,0.661300,0.678000
AVL,95001,0.001000,0.001000
RBT,96001,0.000800,0.001000
RBT2,96001,0.000800,0.001000
BST,96001,0.681000,0.689000
AVL,96001,0.000500,0.001000
RBT,97001,0.000900,0.002000
RBT2,97001,0.000900,0.002000
BST,97001,0.699800,0.782000
AVL,97001,0.000300,0.001000
RBT,98001,0.000900,0.002000
RBT2,98001,0.000800,0.001000
BST,98001,0.705200,0.723000
AVL,98001,0.000900,0.001000
RBT,99001,0.000800,0.001000
RBT2,99001,0.000600,0.001000
BST,99001,0.747200,0.749000
AVL,99001,0.001000,0.001000
